id,title,abstract,tags
sunner2023imple,Implementation and evaluation of a nurse-led intervention to augment an existing residential aged care facility outreach service with a visual telehealth consultation: stepped-wedge cluster randomised controlled trial,"<jats:title>Abstract</jats:title><jats:sec>
<jats:title>Background</jats:title>
<jats:p>Up to 75% of residents from residential aged care facilities (RACF) are transferred to emergency departments (ED) annually to access assessment and care for unplanned or acute health events. Emergency department presentations of RACF residents can be both expensive and risky, and many are unnecessary and preventable. Processes or triage systems to assess residents with a health event, prior to transfer, may reduce unnecessary ED transfer. The Aged Care Emergency (ACE) service is a nurse-led ED outreach service that provides telephone support to RACF nurses regarding residents’ health events. This service is available Monday to Friday, 8am to 4 pm (ED ACE hours). The primary objective of this study was to assess whether the augmentation of the phone-based ED ACE service with the addition of a visual telehealth consultation (VTC) would reduce RACF rate of ED presentations compared to usual care. The secondary objectives were to 1) monitor presentations to ED within 48 h post VTC to detect any adverse events and 2) measure RACF staff perceptions of VTC useability and acceptability.</jats:p>
</jats:sec><jats:sec>
<jats:title>Methods</jats:title>
<jats:p>This implementation study used a stepped wedge cluster randomised controlled trial design. Study settings were four public hospital EDs and 16 RACFs in two Local Health Districts. Each ED was linked to 4 RACFs with approximately 350 RACF beds, totalling 1435 beds across 16 participating RACFs. Facilities were randomised into eight clusters with each cluster comprising one ED and two RACFs.</jats:p>
</jats:sec><jats:sec>
<jats:title>Results</jats:title>
<jats:p>A negative binomial regression demonstrated a 29% post-implementation reduction in the rate of ED presentations (per 100 RACF beds), within ED ACE hours (IRR [95% CI]: 0.71 [0.46, 1. 09]; <jats:italic>p</jats:italic> = 0.122). A 29% reduction, whilst not statistically significant, is still clinically important and impactful for residents and EDs. A post-hoc logistic regression demonstrated a statistically significant 69% reduction in the probability that an episode of care resulted in an ED presentation within ED ACE hours post-implementation compared to pre-implementation (OR [95% CI]: 0.31 [0.11, 0.87]; <jats:italic>p</jats:italic> = 0.025).</jats:p>
</jats:sec><jats:sec>
<jats:title>Conclusion</jats:title>
<jats:p>Findings have shown the positive impact of augmenting ACE with a VTC. Any reduction of resident presentations to a busy ED is beneficial to healthcare overall, but more so to the individual older person who can recover safely and comfortably in their own RACF.</jats:p>
</jats:sec><jats:sec>
<jats:title>Trial registration</jats:title>
<jats:p>Australian New Zealand Clinical Trials Registry (ID ACTR N12619001692123) (02/12/2019) <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=378629andisReview=true"">https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=378629andisReview=true</jats:ext-link></jats:p>
</jats:sec>","Intervention Study, Older Adults, Randomised Controlled Trial"
sutherland2019proto,Protocol for an effectiveness-implementation hybrid trial to assess the effectiveness and cost-effectiveness of an m-health intervention to decrease the consumption of discretionary foods packed in school lunchboxes: The ?SWAP IT? trial,"<sec>
<title>BACKGROUND</title>
<p>There is significant opportunity to improve the nutritional quality of foods packed in children’s school lunchboxes. Interventions that are effective and scalable targeting the school and home environment are therefore warranted.</p>
</sec>
<sec>
<title>OBJECTIVE</title>
<p>This study aimed to assess the effectiveness of a multicomponent, mobile health–based intervention, SWAP IT, in reducing the energy contribution of discretionary (ie, less healthy) foods and drinks packed for children to consume at school.</p>
</sec>
<sec>
<title>METHODS</title>
<p>A type I effectiveness–implementation hybrid cluster randomized controlled trial was conducted in 32 primary schools located across 3 local health districts in New South Wales, Australia, to compare the effects of a 6-month intervention targeting foods packed in children’s lunchboxes with those of a usual care control. Primary schools were eligible if they were not participating in other nutrition studies and used the required school communication app. The Behaviour Change Wheel was used to co-design the multicomponent SWAP IT intervention, which consisted of the following: school lunchbox nutrition guidelines, curriculum lessons, information pushed to parents digitally via an existing school communication app, and additional parent resources to address common barriers to packing healthy lunchboxes. The primary outcome, mean energy (kilojoules) content of discretionary lunchbox foods and drinks packed in lunchboxes, was measured via observation using a validated school food checklist at baseline (May 2019) and at 6-month follow-up (October 2019). Additional secondary outcomes included mean lunchbox energy from discretionary foods consumed, mean total lunchbox energy packed and consumed, mean energy content of core lunchbox foods packed and consumed, and percentage of lunchbox energy from discretionary and core foods, all of which were also measured via observation using a validated school food checklist. Measures of school engagement, consumption of discretionary foods outside of school hours, and lunchbox cost were also collected at baseline and at 6-month follow-up. Data were analyzed via hierarchical linear regression models, with controlling for clustering, socioeconomic status, and remoteness.</p>
</sec>
<sec>
<title>RESULTS</title>
<p>A total of 3022 (3022/7212, 41.90%) students consented to participate in the evaluation (mean age 7.8 years; 1487/3022, 49.22% girls). There were significant reductions between the intervention and control groups in the primary trial outcome, mean energy (kilojoules) content of discretionary foods packed in lunchboxes (–117.26 kJ; 95% CI –195.59 to –39.83; &lt;i&gt;P&lt;/i&gt;=.003). Relative to the control, the intervention also significantly reduced secondary outcomes regarding the mean total lunchbox energy (kilojoules) packed (–88.38 kJ; 95% CI –172.84 to –3.92; &lt;i&gt;P&lt;/i&gt;=.04) and consumed (–117.17 kJ; 95% CI –233.72 to –0.62; &lt;i&gt;P&lt;/i&gt;=.05). There was no significant difference between groups in measures of student engagement, consumption of discretionary foods outside of school hours, or cost of foods packed in children’s lunchboxes.</p>
</sec>
<sec>
<title>CONCLUSIONS</title>
<p>The SWAP IT intervention was effective in reducing the energy content of foods packed for and consumed by primary school–aged children at school. Dissemination of the SWAP IT program at a population level has the potential to influence a significant proportion of primary school–aged children, impacting weight status and associated health care costs.</p>
</sec>
<sec>
<title>CLINICALTRIAL</title>
<p>Australian Clinical Trials Registry ACTRN12618001731280; https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=376191&amp;amp;isReview=true</p>
</sec>
<sec>
<title>INTERNATIONAL REGISTERED REPORT</title>
<p>RR2-10.1186/s12889-019-7725-x</p>
</sec>","Health Promotion, Intervention Study, Nutrition, Randomised Controlled Trial, School Children"
sutherland2020scale,Scale-up of the Physical Activity 4 Everyone (PA4E1) intervention in secondary schools: 12-month implementation outcomes from a cluster randomized controlled trial,"<jats:title>Abstract</jats:title><jats:sec>
<jats:title>Background</jats:title>
<jats:p>‘Physical Activity 4 Everyone’ (PA4E1) was an efficacious multi-component school-based physical activity (PA) program targeting adolescents. PA4E1 has seven PA practices. It is essential to scale-up, evaluate effectiveness and assess implementation of such programs. Therefore, the aim is to assess the impact of implementation support on school practice uptake of the PA4E1 program at 12 and 24 months.</jats:p>
</jats:sec><jats:sec>
<jats:title>Methods</jats:title>
<jats:p>A cluster randomised controlled trial, utilising a type III hybrid implementation-effectiveness design, was conducted in 49 randomly selected disadvantaged Australian Government and Catholic secondary schools. A blinded statistician randomly allocated schools to a usual practice control (<jats:italic>n</jats:italic> = 25) or the PA4E1 program group (<jats:italic>n</jats:italic> = 24), with the latter receiving seven implementation support strategies to support school PA practice uptake of the seven practices retained from the efficacy trial. The primary outcome was the proportion of schools adopting at least four of the seven practices, assessed via telephone surveys with Head Physical Education Teachers and analysed using exact logistic regression modelling. This paper reports the 12-month outcomes.</jats:p>
</jats:sec><jats:sec>
<jats:title>Results</jats:title>
<jats:p>Schools were recruited from May to November 2017. At baseline, no schools implemented four of the seven practices. At 12 months significantly more schools in the program group had implemented four of the seven practices (16/24, 66.7%) than the control group (1/25, 4%) (OR = 33.0[4.15–1556.4], <jats:italic>p</jats:italic> &lt; 0.001). The program group implemented on average 3.2 (2.5–3.9) more practices than the control group (<jats:italic>p</jats:italic> &lt; 0.001, mean 3.9 (SD 1.5) vs 0.7 (1.0)). Fidelity and reach of the implementation support intervention were high (both &gt; 80%).</jats:p>
</jats:sec><jats:sec>
<jats:title>Conclusions</jats:title>
<jats:p>Through the application of multiple implementation support strategies, secondary schools were able to overcome commonly known barriers to implement evidence based school PA practices. As such practices have been shown to result in an increase in adolescent PA and improvements in weight status, policy makers and practitioners responsible for advocating PA in schools should consider this implementation approach more broadly when working with schools. Follow-up is required to determine whether practice implementation is sustained.</jats:p>
</jats:sec><jats:sec>
<jats:title>Trial registration</jats:title>
<jats:p>Australian New Zealand Clinical Trials Registry <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=372870"">ACTRN12617000681358</jats:ext-link> registered 12th May 2017.</jats:p>
</jats:sec>","Adolescents, Intervention Study, Randomised Controlled Trial, School Children"
sutherland2021amul,A multicomponent mHealth-based intervention (SWAP IT) to decrease the consumption of discretionary foods packed in school lunchboxes: Type I effectiveness-implementation hybrid cluster randomized controlled trial,"<sec>
<title>BACKGROUND</title>
<p>There is significant opportunity to improve the nutritional quality of foods packed in children’s school lunchboxes. Interventions that are effective and scalable targeting the school and home environment are therefore warranted.</p>
</sec>
<sec>
<title>OBJECTIVE</title>
<p>This study aimed to assess the effectiveness of a multicomponent, mobile health–based intervention, SWAP IT, in reducing the energy contribution of discretionary (ie, less healthy) foods and drinks packed for children to consume at school.</p>
</sec>
<sec>
<title>METHODS</title>
<p>A type I effectiveness–implementation hybrid cluster randomized controlled trial was conducted in 32 primary schools located across 3 local health districts in New South Wales, Australia, to compare the effects of a 6-month intervention targeting foods packed in children’s lunchboxes with those of a usual care control. Primary schools were eligible if they were not participating in other nutrition studies and used the required school communication app. The Behaviour Change Wheel was used to co-design the multicomponent SWAP IT intervention, which consisted of the following: school lunchbox nutrition guidelines, curriculum lessons, information pushed to parents digitally via an existing school communication app, and additional parent resources to address common barriers to packing healthy lunchboxes. The primary outcome, mean energy (kilojoules) content of discretionary lunchbox foods and drinks packed in lunchboxes, was measured via observation using a validated school food checklist at baseline (May 2019) and at 6-month follow-up (October 2019). Additional secondary outcomes included mean lunchbox energy from discretionary foods consumed, mean total lunchbox energy packed and consumed, mean energy content of core lunchbox foods packed and consumed, and percentage of lunchbox energy from discretionary and core foods, all of which were also measured via observation using a validated school food checklist. Measures of school engagement, consumption of discretionary foods outside of school hours, and lunchbox cost were also collected at baseline and at 6-month follow-up. Data were analyzed via hierarchical linear regression models, with controlling for clustering, socioeconomic status, and remoteness.</p>
</sec>
<sec>
<title>RESULTS</title>
<p>A total of 3022 (3022/7212, 41.90%) students consented to participate in the evaluation (mean age 7.8 years; 1487/3022, 49.22% girls). There were significant reductions between the intervention and control groups in the primary trial outcome, mean energy (kilojoules) content of discretionary foods packed in lunchboxes (–117.26 kJ; 95% CI –195.59 to –39.83; &lt;i&gt;P&lt;/i&gt;=.003). Relative to the control, the intervention also significantly reduced secondary outcomes regarding the mean total lunchbox energy (kilojoules) packed (–88.38 kJ; 95% CI –172.84 to –3.92; &lt;i&gt;P&lt;/i&gt;=.04) and consumed (–117.17 kJ; 95% CI –233.72 to –0.62; &lt;i&gt;P&lt;/i&gt;=.05). There was no significant difference between groups in measures of student engagement, consumption of discretionary foods outside of school hours, or cost of foods packed in children’s lunchboxes.</p>
</sec>
<sec>
<title>CONCLUSIONS</title>
<p>The SWAP IT intervention was effective in reducing the energy content of foods packed for and consumed by primary school–aged children at school. Dissemination of the SWAP IT program at a population level has the potential to influence a significant proportion of primary school–aged children, impacting weight status and associated health care costs.</p>
</sec>
<sec>
<title>CLINICALTRIAL</title>
<p>Australian Clinical Trials Registry ACTRN12618001731280; https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=376191&amp;amp;isReview=true</p>
</sec>
<sec>
<title>INTERNATIONAL REGISTERED REPORT</title>
<p>RR2-10.1186/s12889-019-7725-x</p>
</sec>","Intervention Study, Nutrition, Randomized Controlled Trial, School Children"
sutherland2021scale,Scale-up of the Physical Activity 4 Everyone (PA4E1) intervention in secondary schools: 24-month implementation and cost outcomes from a cluster randomised controlled trial,"<jats:title>Abstract</jats:title><jats:sec>
<jats:title>Background</jats:title>
<jats:p>Physical Activity 4 Everyone (PA4E1) is an evidence-based program effective at increasing adolescent physical activity (PA) and improving weight status. This study aimed to determine a) the effectiveness of an adapted implementation intervention to scale-up PA4E1 at 24-month follow-up, b) fidelity and reach, and c) the cost and cost-effectiveness of the implementation support intervention.</jats:p>
</jats:sec><jats:sec>
<jats:title>Methods</jats:title>
<jats:p>A cluster randomised controlled trial using a type III hybrid implementation-effectiveness design in 49 lower socio-economic secondary schools, randomised to a program (<jats:italic>n</jats:italic> = 24) or control group (<jats:italic>n</jats:italic> = 25). An adapted implementation intervention consisting of seven strategies was developed to support schools to implement PA4E1 over 24-months. The primary outcome was the proportion of schools implementing at least four of the 7 PA practices, assessed via computer assisted telephone interviews (CATI) with Head Physical Education Teachers. Secondary outcomes included the mean number of PA practices implemented, fidelity and reach, cost and cost-effectiveness. Logistic regression models assessed program effects.</jats:p>
</jats:sec><jats:sec>
<jats:title>Results</jats:title>
<jats:p>At baseline, no schools implemented four of the 7 PA practices. At 24-months, significantly more schools in the program group (16/23, 69.6%) implemented at least four of the 7 PA practices than the control group (0/25, 0%) (<jats:italic>p</jats:italic> &lt; 0.001). At 24-months, program schools were implementing an average of 3.6 more practices than control schools (4.1 (1.7) vs. 0.5 (0.8), respectively) (<jats:italic>P</jats:italic> &lt; 0.001). Fidelity and reach of the implementation intervention were high (&gt; 75%). The total cost of the program was $415,112 AUD (2018) ($17,296 per school; $117.30 per student).</jats:p>
</jats:sec><jats:sec>
<jats:title>Conclusions</jats:title>
<jats:p>The adapted implementation intervention provides policy makers and researchers with an effective and potentially cost-effective model for scaling-up the delivery of PA4E1 in secondary schools. Further assessment of sustainability is warranted.</jats:p>
</jats:sec><jats:sec>
<jats:title>Trial registration</jats:title>
<jats:p>Australian New Zealand Clinical Trials Registry <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=372870"">ACTRN12617000681358</jats:ext-link> prospectively registered 12th May 2017.</jats:p>
</jats:sec>","Adolescents, Randomised Controlled Trial, School Children"
szelinyoong2015align,Alignment of systematic reviews published in the Cochrane Database of Systematic Reviews and the Database of Abstracts and Reviews of Effectiveness with global burden-of-disease data: a bibliographic analysis,"<jats:sec><jats:title>Background</jats:title><jats:p>Systematic reviews of high-quality evidence are used to inform policy and practice. To improve community health, the production of such reviews should align with burden of disease. This study aims to assess if the volume of research output from systematic reviews proportionally aligns with burden of disease assessed using percentages of mortality and disability-adjusted life years (DALYs).</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>A cross-sectional audit of reviews published between January 2012 and August 2013 in the Cochrane Database of Systematic Reviews (CDSR) and Database of Abstracts of Reviews of Effects (DARE) was undertaken. Percentages of mortality and DALYs were obtained from the 2010 Global Burden of Disease study. Standardised residual differences (SRD) based on percentages of mortality and DALYs were calculated, where conditions with SRD of more than or less than three were considered overstudied or understudied, respectively.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>1029 reviews from CDSR and 1928 reviews from DARE were examined. There was a significant correlation between percentage DALYs and systematic reviews published in CDSR and DARE databases (CDSR: r=0.68, p=0.001; DARE: r=0.60, p&lt;0.001). There was no significant correlation between percentage mortality and number of systematic reviews published in either database (CDSR: r=0.34, p=0.14; DARE: r=0.22, p=0.34). Relative to percentage of mortality, mental and behavioural disorders, musculoskeletal conditions and other non-communicable diseases were overstudied. Maternal disorders were overstudied relative to percentages of mortality and DALYs in CDSR.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>The focus of systematic reviews is moderately correlated with DALYs. A number of conditions may be overstudied relative to percentage of mortality particularly in the context of health and medical reviews.</jats:p></jats:sec>","Cross-Sectional Study, Data Sources, Meta-Analysis, Regression Analysis"
thibault2018apro,A prolonged antibiotic protocol to treat persistent Chlamydophila pneumoniae infection improves the extracranial venous circulation in multiple sclerosis,"<jats:sec><jats:title>Objective</jats:title><jats:p> Chronic cerebrospinal venous insufficiency (CCSVI) is a condition associated with multiple sclerosis (MS). One mechanism that has been proposed is that the venous obstructions found in MS are due to a chronic persistent venulitis caused by the intra-cellular bacterial parasite, Chlamydophila pneumoniae (Cpn). The objective of the current study is to determine the effect of a combined antibiotic protocol (CAP) on the venous flow in MS patients as measured by a quantitative duplex ultrasound examination (QDUS). </jats:p></jats:sec><jats:sec><jats:title>Method</jats:title><jats:p> A non-randomised before-after cohort study was conducted to investigate differences in blood flow volumes pre and 6-months post antibiotic treatment for Cpn infection. Flow volume data were measured by QDUS across affected and unaffected sides from multiple veins segments, including internal jugular vein (IJV) segments J2 and J3, and vertebral vein (VV), as well as global arterial blood flow (GABF). </jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p> 91 patients were included in the study. 64 (70%) were found to have positive Cpn serology. There was a statistically significant post-treatment difference seen for the affected side of Cpn infected patients (mean difference = 56 mL/min, p = 0.02). There was a non-significant increase seen for the affected side of uninfected patients (mean difference = 23 mL/min, p = 0.2). The difference in these effects (34 mL/min) was not statistically significant ( p = 0.3). The mean flow rate decreased in the unaffected side for both infected (−27 mL/min, p = 0.5) and uninfected patients (−69 mL/min, p = 0.01). There was a statistically significant post-treatment increase in GABF for the infected patients (mean difference = 90 mL/min, p = 0.02) and a difference of 76 mL/min for non-infected patients ( p = 0.01). </jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p> A CAP appears to improve the extra-cranial circulation in patients diagnosed with MS. This effect is statistically significant in patients with positive Cpn serology, although patients with negative Cpn serology also show some benefit, betraying a lack of specificity of this effect. </jats:p></jats:sec>","Cardiovascular Disease, Chronic Kidney Disease, Genetic Association Studies, Randomised Controlled Trial, Registries"
timothyregan2017compa,Comparison of Two Sources of Clinical Audit Data to Assess the Delivery of Diabetes Care in Aboriginal Communities,"<jats:p>The objective of this study was to determine the concordance between data extracted from two Clinical Decision Support Systems regarding diabetes testing and monitoring at Aboriginal Community Controlled Health Services in Australia. De-identified PenCAT and Communicare Systems data were extracted from the services allocated to the intervention arm of a diabetes care trial, and intra-class correlations for each extracted item were derived at a service level. Strong to very strong correlations between the two data sources were found regarding the total number of patients with diabetes per service (Intra-class correlation [ICC] = 0.99), as well as the number (ICC = 0.98–0.99) and proportion (ICC = 0.96) of patients with diabetes by gender. The correlation was moderate for the number and proportion of Type 2 diabetes patients per service in the group aged 18–34 years (ICC = 0.65 and 0.8–0.82 respectively). Strong to very strong correlations were found for numbers and proportions of patients being tested for diabetes, and for appropriate monitoring of patients known to have diabetes (ICC = 0.998–1.00). This indicated a generally high degree of concordance between whole-service data extracted by the two Clinical Decision Support Systems. Therefore, the less expensive or less complex option (depending on the individual circumstances of the service) may be appropriate for monitoring diabetes testing and care. However, the extraction of data about subgroups of patients may not be interchangeable.</jats:p>","Chronic Kidney Disease, Electronic Health Records, Indigenous Health, Intervention Study, Rural Communities."
tracyschumacher2017refer,Reference Intervals for Non-Fasting {CVD} Lipids and Inflammation Markers in Pregnant Indigenous Australian Women,"<jats:p>Indigenous Australians experience high rates of cardiovascular disease (CVD). The origins of CVD may commence during pregnancy, yet few serum reference values for CVD biomarkers exist specific to the pregnancy period. The Gomeroi gaaynggal research project is a program that undertakes research and provides some health services to pregnant Indigenous women. Three hundred and ninety-nine non-fasting samples provided by the study participants (206 pregnancies and 175 women) have been used to construct reference intervals for CVD biomarkers during this critical time. A pragmatic design was used, in that women were not excluded for the presence of chronic or acute health states. Percentile bands for non-linear relationships were constructed according to the methods of Wright and Royston (2008), using the xriml package in StataIC 13.1. Serum cholesterol, triglycerides, cystatin-C and alkaline phosphatase increased as gestational age progressed, with little change seen in high-sensitivity C-Reactive Protein and γ glutamyl transferase. Values provided in the reference intervals are consistent with findings from other research projects. These reference intervals will form a basis with which future CVD biomarkers for pregnant Indigenous Australian women can be compared.</jats:p>","Biomarkers, Cardiovascular Disease, Indigenous Australians, Pregnancy, Reference Intervals"
turnock2016preva,Prevalence and associations of general practice nurses{'} involvement in consultations of general practitioner registrars: A cross-sectional analysis,"<jats:p>Objective To establish prevalence and associations of general practice nurses’ (GPNs) involvement in general practitioner (GP) registrars’ consultations. Methods A cross-sectional analysis from an ongoing cohort study of registrars’ clinical consultations in five Australian states. Registrars recorded detailed data from 60 consecutive consultations per 6-month training term. Problems and diagnoses encountered, including chronic disease classification, were coded using the International Classification of Primary Care, second edition duplication system (ICPC-2plus) classification system. The outcome factor in our analysis was GPN involvement in management of individual problems and diagnoses. Independent variables were a range of patient, registrar, practice, consultation and educational factors. Results We analysed 108759 consultations of 856 registrars including 169307 problems or diagnoses. Of the problems/diagnoses, 5.1% (95% confidence interval (CI) 5.0–5.2) involved a GPN. Follow-up with a GPN was organised for 1.5% (95% CI 1.4–1.5) of all problems/diagnoses. Significant associations of GPN involvement included patient age, male sex, Aboriginal or Torres Strait Islander status, non-English-speaking background (NESB) and the patient being new to the practice. Larger practice size, the particular training organisation, and the problem/diagnosis being new and not a chronic disease were other associations. Conclusions Associations with Aboriginal or Torres Strait Islander status and NESB status suggest GPNs are addressing healthcare needs of these under-serviced groups. But GPNs may be underutilised in chronic disease care. What is known about this topic? GPNs are increasingly involved in team-based care in Australian general practice. The potential positive contribution of GPNs to general practice teams is acknowledged, but the role of the GPN is still being refined. What does this paper add? GPNs contribute to the care of a modest proportion of patients seen by GP registrars. Aboriginal or Torres Strait Islander status and NESB of patients are positively associated with being seen by a GPN; chronic disease is negatively associated with being seen by a GPN. There is geographic variability in prevalence of GPN consultations, not explained by other factors. What are the implications for practitioners? Given the match of GPN skills and attributes to the needs of patients with chronic diseases, GPNs currently may be underutilised in chronic disease care in Australian general practice. The marked geographic variation in uptake of GPNs also suggests scope for greater utilisation of GPNs Australia-wide.</jats:p>","Chronic Kidney Disease, Cross-Sectional Study, Indigenous Health, Observational Study, Rural Communities"
twyman2018what,What factors are associated with abstinence amongst socioeconomically disadvantaged smokers? A cross-sectional survey of use of cessation aids and quitting approach,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Introduction and Aims</jats:title><jats:p>This study aimed to compare current and ex‐smokers' sociodemographic and psychosocial characteristics, use of cessation aids and abrupt versus gradual quitting approaches.</jats:p></jats:sec><jats:sec><jats:title>Design and Methods</jats:title><jats:p>A cross‐sectional survey of financially disadvantaged adults attending a community service organisation was conducted in New South Wales, Australia, between February 2012 and December 2013. Sociodemographic and psychosocial factors, use of cessation aids and gradual versus abrupt quit approach were assessed. χ<jats:sup>2</jats:sup>tests and logistic regression compared characteristics of current and ex‐smokers.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Of 905 individuals who completed the survey, 639 (71%) were current smokers and 107 (12%) were ex‐smokers. Ex‐smokers were older [odds ratio (OR) = 1.03, 95% confidence interval (CI) = 1.01, 1.05], had higher odds of being female (OR = 1.67, 95% CI = 1.06, 2.65), lower odds of being financially stressed (OR = 0.87, 95% CI = 0.76, 0.99), lower odds of anxiety and depression symptoms (OR = 0.91, 95% CI = 0.84, 0.98) and lower odds of having friends and family who were smokers (ORs ranged from 0.30–0.43). Ex‐smokers had lower odds of using cessation aids and higher odds of reporting abrupt quitting during their last quit attempt (OR = 4.48, 95% CI = 2.66, 7.54).</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>Lower levels of disadvantage, less smoking in social networks, less use of cessation aids and abrupt (vs. gradual) quitting approaches were associated with being an ex‐smoker. Lower use of evidence based methods to quit by disadvantaged ex‐smokers requires further exploration. [Twyman L, Bonevski B, Paul C, Bryant J, West R, Siahpush M, D'este C, Oldmeadow C, Palazzi K. What factors are associated with abstinence amongst socioeconomically disadvantaged smokers? A cross‐sectional survey of use of cessation aids and quitting approach.<jats:italic>Drug Alcohol Rev</jats:italic>2017;00:000‐000]</jats:p></jats:sec>","Low-Income Groups, Regression Analysis, Smokers, Smoking Cessation"
twyman2025outco,Outcomes of an organisational change program aimed at increasing smoking cessation support within Australian community managed mental health organisations: A cluster randomised controlled trial,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Aim</jats:title><jats:p>To test the effectiveness of an organisational change intervention aimed at increasing the offer of nicotine replacement therapy (NRT) in community managed mental health organisations.</jats:p></jats:sec><jats:sec><jats:title>Design</jats:title><jats:p>A pragmatic cluster randomised controlled trial with cluster as the unit of randomisation and six‐ and nine‐month follow‐up from baseline.</jats:p></jats:sec><jats:sec><jats:title>Setting</jats:title><jats:p>Twelve clusters comprising 26 sites providing community based, psychosocial support to people with severe mental illness in New South Wales, Australia, were randomised to control (<jats:italic>n</jats:italic> = 13 sites, <jats:italic>n</jats:italic> = 118 consumers) or intervention (<jats:italic>n</jats:italic> = 13 sites, <jats:italic>n</jats:italic> = 139 consumers) arms between 2018 and 2019.</jats:p></jats:sec><jats:sec><jats:title>Participants</jats:title><jats:p>Eligible consumers (aged 16 years and older; self‐reported daily or occasional cigarette use) completed surveys at baseline (<jats:italic>n</jats:italic> = 257) and at six‐ (<jats:italic>n</jats:italic> = 162, 63%) and nine‐month follow‐up (<jats:italic>n</jats:italic> = 144, 56%).</jats:p></jats:sec><jats:sec><jats:title>Intervention</jats:title><jats:p>The intervention included a financial grant, face‐to‐face and on‐line training and proactive monthly support to guide implementation. The active control condition included on‐line training and generic, scheduled support via email.</jats:p></jats:sec><jats:sec><jats:title>Measurements</jats:title><jats:p>The primary outcome was whether consumers reported receiving an offer of NRT at nine‐month follow‐up. Secondary outcomes at the consumer, staff and organisational level were also measured.</jats:p></jats:sec><jats:sec><jats:title>Findings</jats:title><jats:p>Consumers in the intervention group had statistically significantly higher odds of being offered NRT at nine‐month follow‐up compared with control (intention to treat missing = no offer: 38% versus 7%, odds ratio 5.72, 95% confidence interval = 2.2, 14.9). There were no statistically significant differences in seven‐day point prevalence or continuous abstinence at six‐ or nine‐month follow‐ups.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>An organisational change‐based program led to an increase in the offer of nicotine replacement therapy (NRT) nine months after program initiation in community managed mental health organisations, compared with active control. There was evidence of greater NRT use in the intervention condition at nine months but no evidence of differences on abstinence measures at six or nine months.</jats:p></jats:sec>","Mental Health, Randomised Controlled Trial, Smoking Cessation"
